HUC12RNG,NS_CA_4.2.10c,UR_CA_4.2.10c,NS_CA_4.2.11c,UR_CA_4.2.11c,NS_CA_4.2.12,UR_CA_4.2.12,NS_CA_4.2.13c,UR_CA_4.2.13c,NS_CA_4.2.14,UR_CA_4.2.14,NS_CA_4.2.6a,UR_CA_4.2.6a,NS_CA_4.2.7c,UR_CA_4.2.7c,NS_CA_4.2.8c,UR_CA_4.2.8c,NS_CA_4.2.9c,UR_CA_4.2.9c,NS_CT_4.4.1,UR_CT_4.4.1,NS_CT_4.4.11,UR_CT_4.4.11,NS_CT_4.4.13,UR_CT_4.4.13,NS_CT_4.4.14u,UR_CT_4.4.14u,NS_CT_4.4.15,UR_CT_4.4.15,NS_CT_4.4.16,UR_CT_4.4.16,NS_CT_4.4.17h,UR_CT_4.4.17h,NS_CT_4.4.17s,UR_CT_4.4.17s,NS_CT_4.4.17w,UR_CT_4.4.17w,NS_CT_4.4.18,UR_CT_4.4.18,NS_CT_4.4.8,UR_CT_4.4.8,NS_CT_4.4.9,UR_CT_4.4.9,NS_CW_4.3.10,UR_CW_4.3.10,NS_CW_4.3.11,UR_CW_4.3.11,NS_CW_4.3.2,UR_CW_4.3.2,NS_CW_4.3.3,UR_CW_4.3.3,NS_CW_4.3.4,UR_CW_4.3.4,NS_CW_4.3.6,UR_CW_4.3.6,NS_CW_4.3.7,UR_CW_4.3.7,NS_CW_4.3.8,UR_CW_4.3.8,NS_CW_4.3.9,UR_CW_4.3.9,NS_CW_4.4.14w,UR_CW_4.4.14w,NS_MA_4.2.13a,UR_MA_4.2.13a,NS_MA_4.2.13b,UR_MA_4.2.13b,NS_MA_4.2.13c,UR_MA_4.2.13c,NS_MA_4.2.6a,UR_MA_4.2.6a,NS_MA_4.2.7a,UR_MA_4.2.7a,NS_MA_4.2.7b,UR_MA_4.2.7b,NS_MA_4.2.7c,UR_MA_4.2.7c,NS_MA_4.2.8a,UR_MA_4.2.8a,NS_MA_4.2.8b,UR_MA_4.2.8b,NS_MA_4.2.8c,UR_MA_4.2.8c,NS_MA_4.2.9a,UR_MA_4.2.9a,NS_MA_4.2.9b,UR_MA_4.2.9b,NS_MA_4.2.9c,UR_MA_4.2.9c,NS_MT_4.4.1,UR_MT_4.4.1,NS_MT_4.4.10,UR_MT_4.4.10,NS_MT_4.4.11,UR_MT_4.4.11,NS_MT_4.4.12,UR_MT_4.4.12,NS_MT_4.4.17h,UR_MT_4.4.17h,NS_MT_4.4.17s,UR_MT_4.4.17s,NS_MT_4.4.17w,UR_MT_4.4.17w,NS_MT_4.4.18,UR_MT_4.4.18,NS_MT_4.4.2,UR_MT_4.4.2,NS_MT_4.4.3,UR_MT_4.4.3,NS_MT_4.4.4,UR_MT_4.4.4,NS_MT_4.4.5,UR_MT_4.4.5,NS_MT_4.4.6,UR_MT_4.4.6,NS_MT_4.4.7,UR_MT_4.4.7,NS_MT_4.4.8,UR_MT_4.4.8,NS_MW_4.3.1,UR_MW_4.3.1,NS_MW_4.3.10,UR_MW_4.3.10,NS_MW_4.3.5,UR_MW_4.3.5,NS_MW_4.3.9,UR_MW_4.3.9,NS_PA_4.2.13b,UR_PA_4.2.13b,NS_PA_4.2.13c,UR_PA_4.2.13c,NS_PA_4.2.6a,UR_PA_4.2.6a,NS_PA_4.2.7b,UR_PA_4.2.7b,NS_PA_4.2.7c,UR_PA_4.2.7c,NS_PA_4.2.8b,UR_PA_4.2.8b,NS_PA_4.2.8c,UR_PA_4.2.8c,NS_PA_4.2.9b,UR_PA_4.2.9b,NS_PA_4.2.9c,UR_PA_4.2.9c,NS_PT_4.4.1,UR_PT_4.4.1,NS_PT_4.4.10,UR_PT_4.4.10,NS_PT_4.4.11,UR_PT_4.4.11,NS_PT_4.4.13,UR_PT_4.4.13,NS_PT_4.4.17h,UR_PT_4.4.17h,NS_PT_4.4.17s,UR_PT_4.4.17s,NS_PT_4.4.17w,UR_PT_4.4.17w,NS_PT_4.4.18,UR_PT_4.4.18,NS_PT_4.4.5,UR_PT_4.4.5,NS_PT_4.4.8,UR_PT_4.4.8,NS_PT_4.4.9,UR_PT_4.4.9,NS_PW_4.3.10,UR_PW_4.3.10,NS_PW_4.3.5,UR_PW_4.3.5,NS_PW_4.3.9,UR_PW_4.3.9,NS_SA_4.2.13c,UR_SA_4.2.13c,NS_SA_4.2.6a,UR_SA_4.2.6a,NS_SA_4.2.7c,UR_SA_4.2.7c,NS_SA_4.2.8c,UR_SA_4.2.8c,NS_SA_4.2.9c,UR_SA_4.2.9c,NS_ST_4.4.1,UR_ST_4.4.1,NS_ST_4.4.11,UR_ST_4.4.11,NS_ST_4.4.13,UR_ST_4.4.13,NS_ST_4.4.17h,UR_ST_4.4.17h,NS_ST_4.4.17s,UR_ST_4.4.17s,NS_ST_4.4.17w,UR_ST_4.4.17w,NS_ST_4.4.18,UR_ST_4.4.18,NS_ST_4.4.9,UR_ST_4.4.9,NS_SW_4.3.10,UR_SW_4.3.10,NS_SW_4.3.11,UR_SW_4.3.11,NS_SW_4.3.4,UR_SW_4.3.4,NS_SW_4.3.5,UR_SW_4.3.5,NS_SW_4.3.7,UR_SW_4.3.7,NS_SW_4.3.8,UR_SW_4.3.8,NS_SW_4.3.9,UR_SW_4.3.9
030300030202,9,0.2082,10,0.2899,12,0.2789,8,0.1451,3,0.0512,0,0.0000,2,0.0967,7,0.1533,6,0.1177,2,0.0823,13,0.4775,18,0.7382,13,0.4426,5,0.2046,0,0.0000,15,0.5686,14,0.4804,5,0.1980,7,0.2937,1,0.0356,11,0.4638,2,0.0817,11,0.4177,11,0.3403,15,0.5201,15,0.5389,9,0.2681,11,0.4449,11,0.3931,3,0.0871,8,0.2113,3,0.1245,3,0.1245,3,0.1245,0,0.0000,2,0.1392,2,0.1392,2,0.1392,3,0.1450,3,0.1450,3,0.1450,6,0.1809,6,0.1809,5,0.1342,4,0.1284,11,0.4111,9,0.3349,12,0.4729,12,0.4882,7,0.2647,5,0.2194,4,0.1787,11,0.3729,10,0.3316,7,0.2440,0,0.0000,2,0.0823,2,0.1017,3,0.1478,3,0.1054,1,0.0069,8,0.3752,1,0.0069,11,0.2586,12,0.3083,0,0.0000,5,0.2492,5,0.2492,7,0.2604,7,0.2604,9,0.2052,9,0.2052,2,0.0823,8,0.3383,17,0.6920,10,0.4013,12,0.5007,10,0.3724,5,0.1944,4,0.1759,0,0.0000,2,0.0823,12,0.4617,3,0.0892,13,0.5009,4,0.0944,5,0.1131,0,0.0000,2,0.0967,6,0.1633,5,0.1131,1,0.0356,11,0.4174,12,0.4509,7,0.3180,7,0.2828,5,0.1980,4,0.1759,3,0.1186,0,0.0000,4,0.1364,5,0.1984,4,0.2189,5,0.2103,4,0.1687,2,0.0106
030300030203,9,0.7231,10,1.2126,12,0.9920,8,0.5310,3,0.1900,1,0.0361,3,0.4006,8,0.6197,6,0.4446,2,0.2920,13,1.8274,18,2.7561,13,1.6123,5,0.8138,0,0.0000,15,2.5461,14,2.0242,5,0.7934,7,1.1928,1,0.1390,11,1.5769,3,0.3223,12,1.6925,11,1.3799,16,2.0550,16,2.0557,9,1.1320,12,1.6213,12,1.3951,4,0.3556,8,0.8137,3,0.4163,3,0.4163,3,0.4163,0,0.0000,2,0.4842,2,0.4842,2,0.4842,3,0.5054,3,0.5054,3,0.5054,6,0.5947,6,0.5947,5,0.4417,4,0.4392,11,1.5537,9,1.2685,12,1.7583,12,2.1313,7,1.1242,5,0.8758,4,0.7432,11,1.2843,10,1.1612,7,0.8654,0,0.0000,2,0.2920,2,0.3949,3,0.5421,3,0.3838,1,0.0408,8,1.3492,1,0.0408,11,0.9752,12,1.1069,1,0.0361,5,0.8774,6,0.9135,7,0.9320,8,0.9681,9,0.7444,9,0.7444,2,0.2920,8,1.2218,17,2.5145,10,1.4401,12,2.2251,10,1.6067,5,0.7932,4,0.6947,0,0.0000,2,0.2920,12,1.6628,4,0.3689,14,1.9762,5,0.3767,5,0.4270,1,0.0361,3,0.4006,7,0.6028,5,0.4270,1,0.1390,11,1.5137,12,1.7901,7,1.4113,7,1.1685,5,0.7934,4,0.6947,3,0.3891,1,0.0361,5,0.5700,6,0.8012,5,0.7924,6,0.7938,5,0.5650,2,0.0412
030300030204,9,0.2931,10,0.4148,12,0.4304,8,0.2483,3,0.0779,1,0.0130,3,0.1636,8,0.2654,6,0.1922,2,0.1507,13,0.8766,19,1.3379,13,0.8299,5,0.3308,0,0.0000,15,0.8248,14,0.7594,5,0.2963,7,0.4736,1,0.0601,12,1.0312,3,0.1622,12,0.7539,11,0.4754,17,1.0977,17,1.1474,9,0.3666,13,0.9770,13,0.9317,4,0.1860,8,0.4162,3,0.1474,3,0.1474,3,0.1474,0,0.0000,2,0.2359,2,0.2359,2,0.2359,3,0.2434,3,0.2434,3,0.2434,6,0.2482,6,0.2482,5,0.1577,3,0.2397,11,0.7808,9,0.6090,12,0.8229,12,0.7296,7,0.4334,5,0.4005,4,0.2751,11,0.7274,10,0.6230,7,0.4592,0,0.0000,2,0.1507,2,0.1726,3,0.2616,3,0.1611,1,0.0157,8,0.6578,1,0.0157,11,0.4707,12,0.5079,1,0.0130,5,0.4344,6,0.4474,7,0.4658,8,0.4788,9,0.3464,9,0.3464,2,0.1507,9,0.6343,17,1.2501,11,0.7569,12,0.7277,10,0.6051,5,0.3445,4,0.2985,0,0.0000,2,0.1507,12,0.8834,4,0.1794,14,0.8839,5,0.1830,5,0.1855,1,0.0130,3,0.1636,7,0.2983,5,0.1855,1,0.0601,12,0.7531,13,0.8134,7,0.4586,8,0.4310,5,0.2963,5,0.2985,3,0.2343,1,0.0130,6,0.2711,6,0.3720,5,0.3949,7,0.3947,6,0.3471,2,0.0274
030300030205,9,0.3829,10,0.6270,12,0.5162,8,0.2854,3,0.0994,1,0.0192,3,0.2504,8,0.3592,6,0.2596,2,0.1900,13,1.1384,19,1.7157,13,1.0204,5,0.4703,0,0.0000,15,1.2524,14,1.0580,5,0.4467,7,0.6810,1,0.0804,12,1.2684,3,0.2083,12,0.9820,11,0.7131,18,1.4184,18,1.4517,9,0.5579,14,1.2467,13,1.1196,4,0.2177,8,0.5055,3,0.2105,3,0.2105,3,0.2105,0,0.0000,2,0.3213,2,0.3213,2,0.3213,3,0.3306,3,0.3306,3,0.3306,6,0.3298,6,0.3298,5,0.2202,4,0.2987,11,0.9811,9,0.8014,12,1.1072,12,1.0968,7,0.6116,5,0.5153,4,0.4054,11,0.8930,10,0.8001,7,0.5766,0,0.0000,2,0.1900,2,0.2340,3,0.3427,3,0.2353,1,0.0263,8,0.8801,1,0.0263,11,0.5776,12,0.6191,1,0.0192,5,0.5828,6,0.6020,7,0.6015,8,0.6208,9,0.4510,9,0.4510,2,0.1900,9,0.7926,17,1.6278,11,0.9411,12,1.1172,10,0.8472,5,0.4492,4,0.3989,0,0.0000,2,0.1900,12,1.0796,4,0.2356,15,1.2014,5,0.2370,5,0.2513,1,0.0192,3,0.2504,7,0.3872,5,0.2513,1,0.0804,12,0.9777,13,1.0394,7,0.7192,8,0.6337,5,0.4467,5,0.3989,3,0.2663,1,0.0192,6,0.3250,6,0.4889,5,0.5145,7,0.5019,6,0.4022,2,0.0108
030300030206,8,0.2682,10,0.5352,11,0.3776,8,0.2289,3,0.0804,1,0.0103,3,0.1831,8,0.2762,6,0.2002,2,0.1437,13,0.8723,18,1.2765,14,0.7676,5,0.3757,0,0.0000,15,1.1299,14,0.9190,5,0.3678,7,0.5500,1,0.0657,11,0.7525,3,0.1424,12,0.7653,11,0.6092,17,1.0245,17,1.0249,9,0.4937,13,0.8466,13,0.6630,4,0.1556,8,0.3954,2,0.1319,2,0.1319,2,0.1319,0,0.0000,2,0.2250,2,0.2250,2,0.2250,3,0.2312,3,0.2312,3,0.2312,5,0.2180,5,0.2180,4,0.1399,4,0.2989,11,0.7584,9,0.5892,12,0.8301,12,0.9555,7,0.5266,5,0.4035,4,0.3440,11,0.6469,10,0.5645,7,0.4118,0,0.0000,2,0.1437,2,0.1822,3,0.2486,3,0.1659,1,0.0152,8,0.6341,1,0.0152,11,0.4461,11,0.4461,1,0.0103,5,0.4158,6,0.4261,7,0.4352,8,0.4456,9,0.3463,9,0.3463,2,0.1437,8,0.5715,17,1.1827,10,0.6834,12,0.9962,10,0.7405,5,0.3598,4,0.3255,0,0.0000,2,0.1437,12,0.7750,4,0.1692,14,0.9914,5,0.1716,5,0.1945,1,0.0103,3,0.1831,7,0.2786,5,0.1945,1,0.0657,11,0.7281,12,0.8256,7,0.6287,7,0.5367,5,0.3678,4,0.3255,3,0.1833,1,0.0103,5,0.2483,6,0.3721,5,0.3640,6,0.3658,5,0.2673,2,0.0155
030300030207,10,0.3946,11,0.6545,13,0.5262,9,0.2854,3,0.1030,1,0.0183,4,0.2492,9,0.3623,7,0.2602,2,0.1919,13,1.1352,19,1.7098,14,1.0264,5,0.4849,0,0.0000,16,1.3500,15,1.1228,5,0.4635,7,0.7051,1,0.0839,11,1.0634,3,0.2050,13,0.9919,11,0.7544,17,1.3649,17,1.3937,9,0.5950,13,1.1790,14,0.9305,4,0.2142,8,0.5102,3,0.2260,3,0.2260,3,0.2260,0,0.0000,2,0.3204,2,0.3204,2,0.3204,3,0.3302,3,0.3302,3,0.3302,6,0.3442,6,0.3442,5,0.2362,4,0.4151,11,0.9825,9,0.7875,12,1.1077,12,1.1607,7,0.6362,5,0.5163,4,0.4289,11,0.8851,10,0.7839,7,0.5679,0,0.0000,2,0.1919,2,0.2384,3,0.3412,3,0.2356,1,0.0214,8,0.8769,1,0.0214,11,0.5724,13,0.6243,1,0.0183,5,0.5727,7,0.5941,7,0.5917,9,0.6132,9,0.4507,10,0.4539,2,0.1919,8,0.7791,17,1.6077,10,0.9240,13,1.2031,11,0.8959,5,0.4540,4,0.4170,0,0.0000,2,0.1919,12,1.0615,4,0.2316,14,1.3261,5,0.2334,6,0.2517,1,0.0183,4,0.2492,8,0.3843,6,0.2517,1,0.0839,11,0.9736,13,1.0576,8,0.7757,8,0.6763,5,0.4635,4,0.4170,3,0.2611,1,0.0183,6,0.3354,6,0.4959,5,0.5151,6,0.5040,6,0.3968,2,0.0110
030300030208,10,0.3823,11,0.5793,13,0.5147,9,0.2874,3,0.0931,1,0.0147,4,0.2232,9,0.3291,7,0.2408,2,0.1713,13,0.9794,23,1.4827,16,0.9136,5,0.4105,0,0.0000,18,1.1725,17,0.9968,8,0.4146,7,0.6002,1,0.0736,12,0.9165,3,0.1733,13,0.8687,11,0.6547,19,1.1524,19,1.1730,9,0.5120,16,0.9962,15,0.8298,4,0.1827,8,0.4557,3,0.2177,3,0.2177,3,0.2177,0,0.0000,2,0.2726,2,0.2726,2,0.2726,3,0.2826,3,0.2826,3,0.2826,6,0.3283,6,0.3283,5,0.2306,4,0.3572,11,0.8804,9,0.6827,13,0.9756,12,1.0161,7,0.5497,5,0.4278,4,0.3724,11,0.8049,10,0.6958,7,0.5020,0,0.0000,2,0.1713,2,0.1967,3,0.2817,3,0.2355,1,0.0216,8,0.7597,1,0.0216,11,0.5133,13,0.5844,1,0.0147,5,0.4994,7,0.5223,7,0.5188,9,0.5417,9,0.4088,10,0.4171,2,0.1713,9,0.6609,17,1.3900,11,0.8037,13,1.0638,11,0.7924,5,0.3761,4,0.3660,0,0.0000,2,0.1713,12,0.9148,4,0.2076,15,1.1282,5,0.2125,6,0.2329,1,0.0147,4,0.2232,8,0.3494,6,0.2329,1,0.0736,13,0.8609,15,0.9288,8,0.6678,9,0.6125,6,0.4144,5,0.3660,3,0.2261,1,0.0147,7,0.3028,6,0.4267,5,0.4468,7,0.4259,7,0.3509,2,0.0143
030300030301,15,0.7678,17,0.6277,20,1.0320,12,0.3856,5,0.1973,1,0.0886,5,0.2077,11,0.4491,8,0.2256,2,0.2665,13,1.4705,26,4.6522,18,2.1212,5,0.4831,0,0.0000,18,2.5361,17,2.6354,8,2.0741,7,0.6801,1,0.0929,16,1.3257,4,0.2933,18,2.4067,13,0.7621,23,1.6408,22,1.6480,11,0.5557,19,2.1764,20,1.7945,12,1.1266,9,0.6281,3,0.2178,3,0.2178,3,0.2178,0,0.0000,2,0.0834,2,0.0834,2,0.0834,3,0.1132,3,0.1132,3,0.1132,6,0.4366,6,0.4366,5,0.2630,4,0.4994,12,1.2898,10,0.9402,13,2.0196,12,1.0832,7,0.6916,5,0.4542,4,0.4285,11,1.1640,10,0.9686,8,0.7757,1,0.0072,2,0.2665,2,0.1743,3,0.2861,3,0.3689,1,0.0344,9,0.7539,1,0.0344,14,0.7062,16,0.9135,1,0.0886,6,0.4496,8,0.5575,8,0.5110,10,0.6189,10,0.4927,11,0.5120,2,0.2665,10,1.4083,19,2.1345,12,1.3712,14,1.4022,12,1.2174,6,0.4690,5,0.4987,1,0.0072,2,0.2665,13,1.1734,5,0.4479,18,1.6008,8,1.0137,8,0.2194,1,0.0886,6,0.2149,9,0.4045,7,0.2004,1,0.0929,13,1.8531,20,3.0099,8,0.7946,9,1.2120,6,0.8790,6,0.7091,3,0.2798,1,0.0886,8,1.3363,8,0.4688,6,0.3707,8,0.8215,9,0.7838,2,0.0515
030300030302,12,0.1555,12,0.2137,15,0.2161,9,0.0717,4,0.0533,1,0.0289,4,0.0630,10,0.1447,7,0.0620,2,0.1496,12,0.7358,26,1.6239,17,1.0029,5,0.2630,0,0.0000,17,0.9838,16,1.0102,8,0.7229,7,0.3717,1,0.0522,14,0.9367,3,0.1350,17,0.7640,12,0.3377,21,0.9968,20,1.0171,9,0.2393,17,1.1864,18,0.8432,9,0.4030,9,0.4395,3,0.0288,3,0.0288,3,0.0288,0,0.0000,2,0.0786,2,0.0786,2,0.0786,3,0.0893,3,0.0893,3,0.0893,6,0.1351,6,0.1351,5,0.0377,4,0.2736,12,0.7408,10,0.4531,13,0.9218,11,0.5976,6,0.3637,4,0.2662,4,0.2339,11,0.7932,10,0.5977,8,0.5082,1,0.0058,2,0.1496,2,0.1089,3,0.1628,3,0.2118,1,0.0205,9,0.5617,1,0.0205,12,0.2767,14,0.2957,1,0.0289,5,0.2613,7,0.2912,7,0.2803,9,0.3102,9,0.2112,10,0.2122,2,0.1496,10,0.5949,19,1.0225,12,0.7579,13,0.6732,11,0.5481,5,0.2360,4,0.2619,1,0.0058,2,0.1496,13,0.7457,4,0.1990,17,0.9987,7,0.4263,6,0.0536,1,0.0289,5,0.0688,8,0.2029,6,0.0536,1,0.0522,13,0.9230,19,1.0388,8,0.3446,9,0.5645,6,0.3454,6,0.4211,3,0.1779,1,0.0289,8,0.3904,7,0.3507,5,0.2462,8,0.5915,7,0.4815,2,0.0088
030300030303,14,0.4088,18,0.5298,19,0.5258,12,0.2215,5,0.1113,1,0.0819,5,0.1824,11,0.3473,8,0.1921,2,0.1835,13,0.9778,26,2.5016,18,1.3630,5,0.3308,0,0.0000,18,1.3923,17,1.4471,8,1.0745,7,0.4779,1,0.0651,15,1.1520,5,0.3076,17,1.3788,13,0.4581,25,1.4382,24,1.4507,11,0.3665,19,1.6561,20,1.2613,11,0.8381,9,0.5412,3,0.0788,3,0.0788,3,0.0788,0,0.0000,2,0.0952,2,0.0952,2,0.0952,3,0.1282,3,0.1282,3,0.1282,6,0.2257,6,0.2257,5,0.1072,4,0.3531,12,0.9442,10,0.6781,13,1.2794,12,0.7674,7,0.4583,5,0.3432,4,0.2902,11,0.9239,10,0.7694,8,0.6811,1,0.0194,2,0.1835,2,0.1331,3,0.2117,3,0.3119,1,0.0560,11,0.7844,1,0.0560,14,0.4755,16,0.5497,1,0.0819,6,0.3507,8,0.4611,8,0.4139,10,0.5242,10,0.3493,11,0.3777,2,0.1835,10,0.8996,19,1.4780,12,0.9857,14,0.9018,12,0.7348,6,0.3441,5,0.3156,1,0.0194,2,0.1835,13,0.9523,5,0.3214,20,1.3998,8,0.7357,8,0.1691,1,0.0819,6,0.2019,10,0.3860,7,0.1658,1,0.0651,13,1.1948,19,1.6700,8,0.4615,9,0.7170,6,0.4731,6,0.5184,3,0.2176,1,0.0819,8,0.6569,10,0.5604,6,0.3269,8,0.7558,9,0.6633,2,0.0322
030300030401,9,0.4896,10,0.8045,12,0.6543,8,0.3586,3,0.1329,1,0.0290,3,0.3188,8,0.4607,6,0.3289,2,0.2353,13,1.4089,20,2.3570,15,1.2844,5,0.6001,0,0.0000,15,1.6459,14,1.3618,5,0.5704,7,0.8718,1,0.1027,12,1.5736,3,0.2669,12,1.2342,11,0.9315,20,2.1782,19,2.2157,9,0.7308,15,1.9436,14,1.4079,4,0.2789,9,0.6279,3,0.2731,3,0.2731,3,0.2731,0,0.0000,2,0.4057,2,0.4057,2,0.4057,3,0.4188,3,0.4188,3,0.4188,6,0.4196,6,0.4196,5,0.2870,4,0.5177,12,1.2028,10,0.9980,12,1.3825,12,1.4556,7,0.7744,5,0.6440,4,0.5248,11,1.0909,10,0.9875,7,0.7171,1,0.0012,2,0.2353,2,0.2952,3,0.4304,3,0.3286,1,0.0340,8,1.1070,1,0.0340,11,0.7212,12,0.7767,1,0.0290,5,0.7263,6,0.7553,7,0.7515,8,0.7805,9,0.5667,9,0.5667,2,0.2353,9,1.1991,17,2.0198,12,1.3788,12,1.4837,10,1.0829,5,0.5667,4,0.5117,1,0.0012,2,0.2353,12,1.3362,4,0.2983,15,1.8914,5,0.3008,5,0.3175,1,0.0290,4,0.3200,7,0.4922,5,0.3175,1,0.1027,12,1.4248,14,1.5208,7,0.9423,8,1.0384,5,0.5704,6,0.7329,3,0.3278,1,0.0290,6,0.6325,6,0.6200,5,0.6551,7,0.8562,6,0.7225,2,0.0145
030300030402,14,0.3919,15,0.5098,19,0.5630,11,0.3179,4,0.0769,1,0.0201,4,0.1929,10,0.3109,7,0.2143,2,0.1600,13,0.8753,25,2.0724,17,1.2848,5,0.3259,0,0.0000,18,1.4014,17,1.3420,8,1.0183,7,0.4632,1,0.0638,16,1.0228,3,0.1463,17,0.7469,13,0.5305,23,1.3549,23,1.3656,10,0.4170,19,1.4583,20,0.9510,9,0.2972,8,0.4411,3,0.1899,3,0.1899,3,0.1899,0,0.0000,2,0.2016,2,0.2016,2,0.2016,3,0.2110,3,0.2110,3,0.2110,6,0.2974,6,0.2974,5,0.2011,4,0.3047,11,0.8295,10,0.6219,14,1.1443,12,0.8219,7,0.4643,5,0.3374,5,0.3560,11,0.7871,10,0.6199,9,0.5889,0,0.0000,2,0.1600,2,0.1384,3,0.2009,4,0.2837,1,0.0173,10,0.7505,2,0.0739,13,0.5281,15,0.6000,1,0.0201,5,0.4095,7,0.4377,7,0.4397,9,0.4680,9,0.3695,10,0.3776,2,0.1600,10,0.7369,20,1.2660,11,0.8499,14,0.8584,12,0.6603,6,0.3122,6,0.4240,0,0.0000,2,0.1600,14,0.8909,5,0.2523,19,1.3179,9,0.3906,7,0.2110,1,0.0201,4,0.1929,8,0.3202,6,0.2064,1,0.0638,13,1.0631,18,1.0898,8,0.4473,9,0.6241,6,0.4746,5,0.4629,3,0.1924,1,0.0201,8,0.3928,8,0.4624,6,0.3654,8,0.5830,8,0.4694,2,0.0243
030300030403,15,0.9357,17,0.9088,20,1.2034,12,0.5893,4,0.1591,1,0.0696,5,0.4402,11,0.6726,8,0.4525,2,0.2977,13,1.7047,26,5.0243,18,2.4222,5,0.5844,0,0.0000,18,2.8260,17,2.8889,8,2.2296,7,0.8112,1,0.1070,16,1.8037,4,0.3609,17,2.4525,13,0.8538,24,2.3240,23,2.3774,11,0.6456,20,2.8240,21,2.1340,10,1.1440,9,0.6913,3,0.3932,3,0.3932,3,0.3932,0,0.0000,2,0.3743,2,0.3743,2,0.3743,3,0.4002,3,0.4002,3,0.4002,6,0.6159,6,0.6159,5,0.4252,4,0.5968,12,1.4512,11,1.2891,14,2.4063,12,1.2439,7,0.7841,5,0.5994,5,0.6565,11,1.3466,10,1.1675,9,1.2700,1,0.0012,2,0.2977,2,0.2374,3,0.3931,4,0.5707,1,0.0387,10,1.5192,2,0.2089,14,0.9558,16,1.1384,1,0.0696,6,0.7998,8,0.8985,8,0.8497,10,0.9484,10,0.7318,11,0.7609,2,0.2977,10,1.6104,20,2.6492,12,1.6223,14,1.5275,12,1.3057,6,0.5869,6,0.7286,1,0.0012,2,0.2977,14,1.6223,5,0.4566,19,2.4359,9,1.1680,8,0.4497,1,0.0696,6,0.4414,9,0.6528,7,0.4311,1,0.1070,13,2.0484,19,3.0788,8,0.8868,9,1.3028,6,0.9112,6,0.8038,3,0.3578,1,0.0696,8,1.2917,8,0.9170,6,0.6677,8,1.1542,9,0.9505,2,0.0346
030300030404,10,0.5381,12,0.7956,14,0.7230,10,0.4022,3,0.1361,1,0.0220,4,0.3417,9,0.4902,7,0.3573,2,0.2694,13,1.5968,24,3.3096,18,2.0926,5,0.6271,0,0.0000,18,2.2917,17,2.0950,8,1.2486,7,0.8993,1,0.1109,12,1.7760,3,0.2856,14,1.5606,12,0.9209,21,2.3373,20,2.3909,10,0.7010,17,2.7823,15,1.5920,5,0.4908,9,0.6886,3,0.2937,3,0.2937,3,0.2937,0,0.0000,2,0.4435,2,0.4435,2,0.4435,3,0.4540,3,0.4540,3,0.4540,6,0.4646,6,0.4646,5,0.3061,4,0.5806,12,1.4078,11,1.1546,14,1.5474,12,1.4582,7,0.8202,5,0.6976,5,0.5767,11,1.3015,10,1.1391,8,0.8478,1,0.0012,2,0.2694,2,0.3092,3,0.4619,4,0.3842,1,0.0278,9,1.2338,2,0.0658,12,0.7954,14,0.8674,1,0.0220,5,0.8116,7,0.8384,7,0.8368,9,0.8636,9,0.6246,10,0.6295,2,0.2694,9,1.3675,18,2.2902,12,1.5880,13,1.5047,11,1.1614,5,0.6050,6,0.5840,1,0.0012,2,0.2694,13,1.5240,5,0.3192,17,2.0415,8,0.5505,6,0.3477,1,0.0220,5,0.3429,8,0.5332,6,0.3477,1,0.1109,13,1.6291,17,1.9060,8,0.9387,9,1.1343,6,0.5968,6,0.8035,3,0.3748,1,0.0220,7,0.7246,6,0.6475,5,0.6943,7,0.9201,7,0.8214,2,0.0174
030300030405,10,0.1372,12,0.1895,14,0.1936,10,0.1114,3,0.0371,1,0.0052,4,0.0861,9,0.1276,7,0.0929,2,0.0746,13,0.4506,23,0.9044,17,0.5668,5,0.1613,0,0.0000,18,0.5618,17,0.5322,8,0.3194,7,0.2316,1,0.0295,13,0.4104,3,0.0784,14,0.4321,12,0.2241,21,0.5483,21,0.5668,10,0.1640,17,0.6595,15,0.3646,7,0.1388,8,0.1822,3,0.0716,3,0.0716,3,0.0716,0,0.0000,2,0.1196,2,0.1196,2,0.1196,3,0.1224,3,0.1224,3,0.1224,6,0.1198,6,0.1198,5,0.0746,4,0.1596,11,0.4066,9,0.3203,13,0.4079,12,0.3646,7,0.2162,5,0.1915,4,0.1381,11,0.3713,10,0.3223,8,0.2274,0,0.0000,2,0.0746,2,0.0808,3,0.1245,3,0.0880,1,0.0066,9,0.3198,1,0.0066,12,0.2193,14,0.2347,1,0.0052,5,0.2193,7,0.2257,7,0.2281,9,0.2346,9,0.1669,10,0.1682,2,0.0746,9,0.3919,17,0.6293,11,0.4560,13,0.3634,11,0.2998,5,0.1654,5,0.1459,0,0.0000,2,0.0746,13,0.4164,5,0.0864,18,0.5301,8,0.1405,6,0.0904,1,0.0052,4,0.0861,8,0.1370,6,0.0904,1,0.0295,13,0.4601,16,0.5302,8,0.2249,9,0.2959,6,0.1566,5,0.2182,3,0.1075,1,0.0052,7,0.1981,7,0.1676,5,0.1844,8,0.2440,7,0.2277,2,0.0067
