HUC12RNG,NS_CA_4.2.10c,UR_CA_4.2.10c,NS_CA_4.2.11c,UR_CA_4.2.11c,NS_CA_4.2.12,UR_CA_4.2.12,NS_CA_4.2.13c,UR_CA_4.2.13c,NS_CA_4.2.14,UR_CA_4.2.14,NS_CA_4.2.6a,UR_CA_4.2.6a,NS_CA_4.2.7c,UR_CA_4.2.7c,NS_CA_4.2.8c,UR_CA_4.2.8c,NS_CA_4.2.9c,UR_CA_4.2.9c,NS_CT_4.4.1,UR_CT_4.4.1,NS_CT_4.4.11,UR_CT_4.4.11,NS_CT_4.4.13,UR_CT_4.4.13,NS_CT_4.4.14u,UR_CT_4.4.14u,NS_CT_4.4.15,UR_CT_4.4.15,NS_CT_4.4.16,UR_CT_4.4.16,NS_CT_4.4.17h,UR_CT_4.4.17h,NS_CT_4.4.17s,UR_CT_4.4.17s,NS_CT_4.4.17w,UR_CT_4.4.17w,NS_CT_4.4.18,UR_CT_4.4.18,NS_CT_4.4.8,UR_CT_4.4.8,NS_CT_4.4.9,UR_CT_4.4.9,NS_CW_4.3.10,UR_CW_4.3.10,NS_CW_4.3.11,UR_CW_4.3.11,NS_CW_4.3.2,UR_CW_4.3.2,NS_CW_4.3.3,UR_CW_4.3.3,NS_CW_4.3.4,UR_CW_4.3.4,NS_CW_4.3.6,UR_CW_4.3.6,NS_CW_4.3.7,UR_CW_4.3.7,NS_CW_4.3.8,UR_CW_4.3.8,NS_CW_4.3.9,UR_CW_4.3.9,NS_CW_4.4.14w,UR_CW_4.4.14w,NS_MA_4.2.13a,UR_MA_4.2.13a,NS_MA_4.2.13b,UR_MA_4.2.13b,NS_MA_4.2.13c,UR_MA_4.2.13c,NS_MA_4.2.6a,UR_MA_4.2.6a,NS_MA_4.2.7a,UR_MA_4.2.7a,NS_MA_4.2.7b,UR_MA_4.2.7b,NS_MA_4.2.7c,UR_MA_4.2.7c,NS_MA_4.2.8a,UR_MA_4.2.8a,NS_MA_4.2.8b,UR_MA_4.2.8b,NS_MA_4.2.8c,UR_MA_4.2.8c,NS_MA_4.2.9a,UR_MA_4.2.9a,NS_MA_4.2.9b,UR_MA_4.2.9b,NS_MA_4.2.9c,UR_MA_4.2.9c,NS_MT_4.4.1,UR_MT_4.4.1,NS_MT_4.4.10,UR_MT_4.4.10,NS_MT_4.4.11,UR_MT_4.4.11,NS_MT_4.4.12,UR_MT_4.4.12,NS_MT_4.4.17h,UR_MT_4.4.17h,NS_MT_4.4.17s,UR_MT_4.4.17s,NS_MT_4.4.17w,UR_MT_4.4.17w,NS_MT_4.4.18,UR_MT_4.4.18,NS_MT_4.4.2,UR_MT_4.4.2,NS_MT_4.4.3,UR_MT_4.4.3,NS_MT_4.4.4,UR_MT_4.4.4,NS_MT_4.4.5,UR_MT_4.4.5,NS_MT_4.4.6,UR_MT_4.4.6,NS_MT_4.4.7,UR_MT_4.4.7,NS_MT_4.4.8,UR_MT_4.4.8,NS_MW_4.3.1,UR_MW_4.3.1,NS_MW_4.3.10,UR_MW_4.3.10,NS_MW_4.3.5,UR_MW_4.3.5,NS_MW_4.3.9,UR_MW_4.3.9,NS_PA_4.2.13b,UR_PA_4.2.13b,NS_PA_4.2.13c,UR_PA_4.2.13c,NS_PA_4.2.6a,UR_PA_4.2.6a,NS_PA_4.2.7b,UR_PA_4.2.7b,NS_PA_4.2.7c,UR_PA_4.2.7c,NS_PA_4.2.8b,UR_PA_4.2.8b,NS_PA_4.2.8c,UR_PA_4.2.8c,NS_PA_4.2.9b,UR_PA_4.2.9b,NS_PA_4.2.9c,UR_PA_4.2.9c,NS_PT_4.4.1,UR_PT_4.4.1,NS_PT_4.4.10,UR_PT_4.4.10,NS_PT_4.4.11,UR_PT_4.4.11,NS_PT_4.4.13,UR_PT_4.4.13,NS_PT_4.4.17h,UR_PT_4.4.17h,NS_PT_4.4.17s,UR_PT_4.4.17s,NS_PT_4.4.17w,UR_PT_4.4.17w,NS_PT_4.4.18,UR_PT_4.4.18,NS_PT_4.4.5,UR_PT_4.4.5,NS_PT_4.4.8,UR_PT_4.4.8,NS_PT_4.4.9,UR_PT_4.4.9,NS_PW_4.3.10,UR_PW_4.3.10,NS_PW_4.3.5,UR_PW_4.3.5,NS_PW_4.3.9,UR_PW_4.3.9,NS_SA_4.2.13c,UR_SA_4.2.13c,NS_SA_4.2.6a,UR_SA_4.2.6a,NS_SA_4.2.7c,UR_SA_4.2.7c,NS_SA_4.2.8c,UR_SA_4.2.8c,NS_SA_4.2.9c,UR_SA_4.2.9c,NS_ST_4.4.1,UR_ST_4.4.1,NS_ST_4.4.11,UR_ST_4.4.11,NS_ST_4.4.13,UR_ST_4.4.13,NS_ST_4.4.17h,UR_ST_4.4.17h,NS_ST_4.4.17s,UR_ST_4.4.17s,NS_ST_4.4.17w,UR_ST_4.4.17w,NS_ST_4.4.18,UR_ST_4.4.18,NS_ST_4.4.9,UR_ST_4.4.9,NS_SW_4.3.10,UR_SW_4.3.10,NS_SW_4.3.11,UR_SW_4.3.11,NS_SW_4.3.4,UR_SW_4.3.4,NS_SW_4.3.5,UR_SW_4.3.5,NS_SW_4.3.7,UR_SW_4.3.7,NS_SW_4.3.8,UR_SW_4.3.8,NS_SW_4.3.9,UR_SW_4.3.9
030300050704,25,3.5852,33,5.3564,43,7.4196,26,3.7821,32,11.3187,1,0.0419,4,0.1292,12,0.6458,8,0.3522,1,0.0507,16,0.6736,27,1.8717,26,3.2292,31,14.0175,35,16.6107,29,3.6084,25,2.9226,15,1.7718,13,1.1617,1,0.0507,19,1.2600,7,1.0634,26,1.3533,68,22.5914,27,2.2529,27,2.2490,36,7.4464,23,1.5179,20,0.8347,17,1.6611,13,1.8050,2,0.0682,3,0.5255,3,0.5255,0,0.0000,2,0.0469,2,0.0469,2,0.0469,3,0.0966,3,0.0966,3,0.0966,5,0.4030,5,0.4030,5,0.4030,2,0.0929,8,0.3012,14,0.4147,17,0.7867,14,0.8611,9,0.3574,7,0.2715,9,0.3898,10,0.3785,11,0.3701,12,0.3757,0,0.0000,2,0.3774,4,0.4927,4,0.4927,5,0.1137,3,0.0675,11,0.3230,6,0.1507,24,3.7975,26,3.8576,1,0.0419,5,0.1667,7,0.2268,6,0.2324,8,0.2925,9,0.6139,11,0.6740,1,0.0507,10,0.4323,24,0.9612,8,0.3138,16,1.2017,16,0.8902,10,0.5012,11,0.5589,0,0.0000,1,0.0507,15,0.5439,7,0.2968,21,1.1978,14,0.8590,14,1.5855,1,0.0419,4,0.1292,8,0.2958,9,0.6126,1,0.0507,15,0.6947,21,1.0148,13,0.8648,13,0.6250,10,0.4767,9,0.5142,5,0.2380,2,0.0733,11,0.5294,9,0.5102,7,0.2875,11,0.4812,12,0.5622,5,0.5110
030300050801,25,1.5844,33,2.6813,43,3.2786,26,1.6789,32,4.0083,1,0.0408,4,0.1462,12,0.4362,8,0.2493,1,0.0226,16,0.4643,27,1.2854,26,1.6296,31,5.6918,35,6.8689,29,1.9071,25,1.5471,15,1.0026,13,0.6080,1,0.0226,19,1.0188,7,0.4825,25,1.1706,68,9.5550,27,1.2789,27,1.2806,36,3.2963,23,1.0385,19,0.6732,16,1.1288,13,0.8900,2,0.0598,3,0.2038,3,0.2038,0,0.0000,2,0.0466,2,0.0466,2,0.0466,3,0.0825,3,0.0825,3,0.0825,5,0.1706,5,0.1706,5,0.1706,2,0.0494,8,0.2209,14,0.3664,17,0.5564,14,0.4770,9,0.2243,7,0.2151,9,0.2464,10,0.2560,11,0.2735,12,0.3087,0,0.0000,2,0.2322,4,0.2913,4,0.2913,5,0.1195,3,0.0732,11,0.2920,6,0.1489,24,1.5249,26,1.6056,1,0.0408,5,0.1346,7,0.2154,6,0.1647,8,0.2455,9,0.2766,11,0.3574,1,0.0226,10,0.3275,24,0.6877,8,0.2002,16,0.6635,16,0.5162,10,0.3187,11,0.3091,0,0.0000,1,0.0226,15,0.3941,7,0.2038,21,0.7288,14,0.4697,14,0.7350,1,0.0408,4,0.1462,8,0.2343,9,0.3472,1,0.0226,15,0.4965,20,0.8417,13,0.5403,13,0.4220,10,0.3139,9,0.2934,5,0.1977,2,0.0609,11,0.4553,9,0.3388,7,0.2374,11,0.3621,12,0.4552,5,0.2467
030300050802,26,3.6094,33,5.7676,44,7.2439,26,3.6218,32,8.5802,1,0.0933,4,0.3344,12,0.9676,8,0.5596,1,0.0484,16,1.0028,29,2.8557,27,3.5384,31,12.0104,35,14.5308,29,4.0871,25,3.3176,15,2.1545,13,1.3016,1,0.0484,20,2.2867,7,1.0383,25,2.5550,68,20.2840,29,2.8790,28,2.8373,36,7.0469,24,2.2941,20,1.5430,16,2.4815,14,1.9687,3,0.3163,4,0.6243,4,0.6243,0,0.0000,2,0.1052,2,0.1052,2,0.1052,3,0.1855,3,0.1855,3,0.1855,6,0.5533,6,0.5533,6,0.5533,2,0.1056,9,0.5161,15,0.8435,17,1.2045,14,1.0222,9,0.4843,7,0.4617,9,0.5357,10,0.5458,11,0.5901,12,0.6735,1,0.0467,2,0.4965,4,0.6229,4,0.6229,5,0.2691,3,0.1661,11,0.6550,6,0.3347,24,3.2772,27,3.6430,1,0.0933,5,0.3033,7,0.4880,6,0.3686,8,0.5533,9,0.6059,11,0.7906,1,0.0484,10,0.6986,24,1.4850,9,0.4758,16,1.4169,16,1.1045,10,0.6807,11,0.6672,1,0.0467,1,0.0484,15,0.8560,7,0.4514,21,1.5883,14,1.0277,14,1.6077,1,0.0933,5,0.3811,8,0.5445,9,0.7688,1,0.0484,15,1.0703,21,1.8765,13,1.1552,13,0.9008,10,0.6714,10,0.6741,5,0.4313,2,0.1363,11,0.9904,9,0.7581,7,0.5412,11,0.8075,12,1.0206,5,0.5352
030300050803,25,5.0316,33,7.3310,43,10.3808,26,5.3032,32,15.5279,1,0.0437,4,0.1567,12,0.9004,8,0.4642,1,0.0765,16,0.9114,27,2.8204,26,4.5419,31,20.2906,35,24.1190,29,5.0755,25,4.2327,15,2.6352,13,1.5473,1,0.0765,19,1.7348,7,1.5581,25,1.7919,68,32.1491,27,3.1542,27,3.1463,36,10.2188,23,2.1205,19,1.0909,15,2.3500,13,2.4532,2,0.0633,3,0.6869,3,0.6869,0,0.0000,2,0.0493,2,0.0493,2,0.0493,3,0.0869,3,0.0869,3,0.0869,5,0.5255,5,0.5255,5,0.5255,2,0.1358,8,0.4270,14,0.5497,17,1.1249,14,1.2269,9,0.5286,7,0.3794,9,0.5477,10,0.5414,11,0.4877,12,0.4764,0,0.0000,2,0.5403,4,0.6936,4,0.6936,5,0.1261,3,0.0778,11,0.4309,6,0.1568,24,5.2229,26,5.3094,1,0.0437,5,0.1959,7,0.2824,6,0.2824,8,0.3689,9,0.8235,11,0.9100,1,0.0765,10,0.6371,24,1.4048,8,0.4566,16,1.6922,16,1.2862,10,0.7611,11,0.8041,0,0.0000,1,0.0765,15,0.7499,7,0.4008,21,1.6583,14,1.1826,14,2.2078,1,0.0437,4,0.1567,8,0.3794,9,0.8362,1,0.0765,15,0.9910,20,1.3372,13,1.1669,13,0.8902,10,0.7227,9,0.7296,5,0.3027,2,0.0883,11,0.7060,9,0.6220,7,0.3734,11,0.6332,12,0.7441,5,0.7285
030300060101,16,2.1162,18,2.0955,21,2.6252,11,1.1567,5,0.4544,2,0.3228,5,0.6765,13,1.7613,8,0.8196,2,0.1793,15,1.1708,24,2.4189,20,1.9525,7,0.5867,0,0.0000,19,1.8769,18,1.7475,9,0.9461,9,0.7233,1,0.0710,16,1.6181,7,0.8473,24,3.7835,17,1.6241,27,3.1844,26,3.1021,14,1.4024,20,2.2910,20,2.1813,16,3.1463,11,0.8055,3,0.4704,3,0.4704,3,0.4704,0,0.0000,3,0.2652,3,0.2652,3,0.2652,3,0.2723,3,0.2723,3,0.2723,6,0.7327,6,0.7327,5,0.6245,4,0.3523,13,1.0756,16,1.2889,20,1.6469,16,1.4233,11,0.9436,9,0.8242,11,1.0174,12,0.8882,13,1.0094,15,1.2873,1,0.0895,3,0.3036,3,0.2551,4,0.3441,8,0.7171,4,0.3538,16,1.6354,7,0.6011,14,1.3350,17,1.8768,2,0.3228,7,0.6641,10,1.1210,7,0.6491,10,1.1060,9,0.8036,11,1.0733,2,0.1793,9,0.7309,25,2.1064,12,0.9697,16,1.7198,15,1.4571,9,0.8366,11,1.0098,1,0.0895,2,0.1793,18,1.4722,10,1.0665,23,2.3618,16,2.3057,7,0.7399,2,0.3228,6,0.7660,10,1.2316,7,0.7399,1,0.0710,14,1.2180,21,3.1394,10,1.0323,11,1.0738,8,0.7313,9,0.8628,3,0.2050,3,0.3860,10,1.2206,8,1.0233,5,0.5373,9,0.8843,10,1.0670,2,0.1485
030300060102,16,1.1486,21,1.2655,22,1.4455,12,0.6474,5,0.2473,2,0.1754,5,0.3669,12,0.7460,8,0.4443,1,0.0385,16,0.7315,27,1.6225,21,1.0570,7,0.2758,0,0.0000,22,1.3183,20,1.1897,11,0.7217,9,0.3507,1,0.0385,19,1.0270,7,0.4606,27,2.2203,19,0.9902,29,1.7679,28,1.7227,15,0.8536,23,1.4304,23,1.3419,17,1.8481,11,0.4373,3,0.2545,3,0.2545,3,0.2545,0,0.0000,3,0.1445,3,0.1445,3,0.1445,3,0.1474,3,0.1474,3,0.1474,5,0.3379,5,0.3379,5,0.3379,3,0.1321,12,0.5245,16,0.6999,19,0.8344,15,0.7023,10,0.4522,8,0.3876,10,0.4929,11,0.4223,12,0.4884,14,0.6397,1,0.0491,2,0.1057,3,0.1388,4,0.1870,7,0.3206,4,0.1929,15,0.8314,7,0.3268,13,0.6654,16,0.9593,2,0.1754,6,0.3018,9,0.5499,6,0.2928,9,0.5408,8,0.3763,10,0.5230,1,0.0385,9,0.3958,24,1.0832,11,0.4670,15,0.8628,14,0.7302,9,0.4529,10,0.4888,1,0.0491,1,0.0385,17,0.7399,9,0.5209,22,1.2246,15,1.1911,8,0.4218,2,0.1754,6,0.4160,10,0.6695,7,0.4012,1,0.0385,15,0.7569,22,1.7806,11,0.5774,12,0.5991,9,0.4136,9,0.4276,5,0.2671,3,0.2096,12,0.7987,10,0.5962,7,0.3304,11,0.6361,13,0.7555,3,0.2188
030300060103,16,2.0716,19,2.3582,21,2.6018,11,1.2029,5,0.4745,2,0.3366,5,0.7041,13,1.8377,8,0.8528,1,0.0738,16,1.5544,25,2.8411,19,1.9182,6,0.4985,0,0.0000,21,2.3125,19,2.0657,10,1.1677,9,0.8237,1,0.0738,17,2.0255,7,0.8839,25,4.0542,18,1.8695,28,3.5038,27,3.4171,15,1.6381,21,2.5138,22,2.7107,17,3.5468,11,0.8390,3,0.3558,3,0.3558,3,0.3558,0,0.0000,3,0.2702,3,0.2702,3,0.2702,3,0.2829,3,0.2829,3,0.2829,5,0.5158,5,0.5158,5,0.5158,3,0.2536,12,1.0062,16,1.3359,19,1.5940,15,1.3675,10,0.8677,8,0.7437,10,0.9458,11,0.8102,12,0.9372,14,1.2206,1,0.0942,2,0.2029,3,0.2664,4,0.3589,7,0.6282,4,0.3631,15,1.5884,7,0.6201,13,1.2769,16,1.7082,2,0.3366,6,0.5722,9,1.0482,6,0.5619,9,1.0379,8,0.7223,10,1.0038,1,0.0738,9,0.7594,24,2.0715,11,0.8961,15,1.6757,14,1.4013,9,0.8691,10,0.9379,1,0.0942,1,0.0738,17,1.4126,9,0.9924,22,2.3429,15,2.2788,7,0.7700,2,0.3366,6,0.7983,10,1.2849,7,0.7700,1,0.0738,15,1.6033,22,3.5923,11,1.2588,12,1.3004,9,0.9445,9,0.9714,5,0.6633,3,0.4023,12,1.7078,9,1.2555,6,0.7454,11,1.3714,12,1.5612,3,0.4198
030300060104,16,2.3474,20,2.6486,22,2.9768,12,1.3459,6,0.5702,2,0.3586,5,0.7500,13,1.9571,8,0.9082,1,0.0785,17,1.7199,25,2.9892,21,2.2441,8,0.7327,0,0.0000,23,2.7211,21,2.4585,12,1.5022,11,1.1363,1,0.0785,18,2.4086,7,0.9414,26,4.5329,20,2.1926,29,3.7960,28,3.7036,16,1.8091,22,2.9283,22,2.8512,17,3.7768,11,0.8933,3,0.5201,3,0.5201,3,0.5201,0,0.0000,3,0.2953,3,0.2953,3,0.2953,3,0.3012,3,0.3012,3,0.3012,5,0.6905,5,0.6905,5,0.6905,3,0.2700,12,0.9656,16,1.4300,19,1.5990,14,1.2349,10,0.8179,8,0.6861,10,0.9013,11,0.8626,12,0.9978,14,1.2015,1,0.1003,2,0.1103,3,0.2836,4,0.3821,6,0.5615,4,0.3943,15,1.5935,7,0.6679,14,1.4247,17,2.0253,2,0.3586,6,0.6169,9,1.1239,6,0.5983,9,1.1053,8,0.7692,10,1.0690,1,0.0785,9,0.8085,25,2.2781,11,0.9540,15,1.7337,15,1.5566,10,0.9902,11,1.0635,1,0.1003,1,0.0785,17,1.5116,9,1.0644,23,2.5674,15,2.4339,8,0.8849,2,0.3586,6,0.8503,10,1.3685,7,0.8200,1,0.0785,16,1.7718,22,3.7890,12,1.4050,13,1.4492,10,1.0704,10,1.0991,5,0.7064,3,0.4285,12,1.7830,10,1.4022,7,0.8588,12,1.5253,12,1.6626,3,0.4471
030300060105,16,1.9293,21,2.2774,23,2.5294,13,1.1889,6,0.4847,2,0.2947,5,0.6163,12,1.2530,8,0.7464,1,0.0645,17,1.4295,27,2.8420,22,2.0281,8,0.6521,0,0.0000,24,2.6230,22,2.4071,13,1.6212,11,0.9980,1,0.0645,19,2.1081,7,0.7736,27,3.8177,20,1.8521,31,3.5298,30,3.4539,16,1.5030,24,2.8974,23,2.3390,17,3.1038,11,0.7342,3,0.4275,3,0.4275,3,0.4275,0,0.0000,3,0.2428,3,0.2428,3,0.2428,3,0.2475,3,0.2475,3,0.2475,5,0.5676,5,0.5676,5,0.5676,3,0.2219,11,0.7675,16,1.1752,18,1.2881,13,0.9889,9,0.6462,7,0.5378,9,0.7147,11,0.7089,12,0.8200,13,0.9613,1,0.0825,1,0.0645,3,0.2331,4,0.3140,6,0.4615,4,0.3241,14,1.2834,7,0.5489,14,1.1870,17,1.6806,2,0.2947,6,0.5070,9,0.9236,6,0.4917,9,0.9083,8,0.6322,10,0.8786,1,0.0645,9,0.6644,25,1.8883,11,0.7840,15,1.4410,15,1.2954,10,0.8299,11,0.8901,1,0.0825,1,0.0645,17,1.2423,9,0.8748,24,2.4535,15,2.0002,9,0.8100,2,0.2947,6,0.6988,10,1.1247,7,0.6739,1,0.0645,16,1.4722,22,3.0430,12,1.1708,13,1.2071,10,0.8958,10,0.9194,5,0.5805,3,0.3521,12,1.3943,11,1.2351,8,0.7885,12,1.2695,13,1.4330,3,0.3675
030300060106,17,1.4442,21,1.5813,24,1.9195,13,0.8636,6,0.3196,2,0.1943,5,0.4064,12,0.8262,8,0.4922,1,0.0426,17,0.9427,28,2.2355,22,1.4972,8,0.4300,0,0.0000,24,1.7297,22,1.5873,13,1.0691,11,0.6581,1,0.0426,20,1.6781,7,0.5102,28,2.9197,20,1.2212,31,2.4073,30,2.3573,16,0.9911,25,2.1602,23,1.6950,19,2.4270,11,0.4841,3,0.2819,3,0.2819,3,0.2819,0,0.0000,3,0.1601,3,0.1601,3,0.1601,3,0.1632,3,0.1632,3,0.1632,5,0.3743,5,0.3743,5,0.3743,3,0.1463,11,0.5061,16,0.7750,18,0.8494,13,0.6521,9,0.4261,7,0.3546,9,0.4713,11,0.4675,12,0.5408,13,0.6340,1,0.0544,1,0.0426,3,0.1537,4,0.2071,6,0.3043,4,0.2137,14,0.8464,7,0.3620,14,0.7827,17,1.1082,2,0.1943,6,0.3343,9,0.6090,6,0.3242,9,0.5989,8,0.4168,10,0.5793,1,0.0426,10,0.5667,26,1.3737,11,0.5170,15,0.9502,15,0.8542,10,0.5472,11,0.5870,1,0.0544,1,0.0426,17,0.8192,9,0.5768,24,1.6180,15,1.3190,9,0.6138,2,0.1943,6,0.4608,10,0.7416,7,0.4444,1,0.0426,16,0.9708,23,2.2879,12,0.7721,13,0.7960,10,0.5907,10,0.6063,5,0.3828,3,0.2322,12,0.9925,11,0.8941,8,0.5996,12,0.8372,13,1.0246,3,0.2423
030300060107,18,2.8031,22,3.2156,26,3.9515,15,1.9830,7,0.7068,2,0.3632,5,0.7597,13,1.8044,8,0.9196,1,0.0796,17,1.7617,28,4.1727,23,3.0553,9,0.9373,2,0.2429,24,3.2324,22,2.9663,13,1.9990,11,1.2306,1,0.0796,21,3.2313,8,1.0633,28,5.4516,23,2.7849,33,4.8584,32,4.7648,18,2.2217,26,4.1309,24,3.2663,19,4.5307,11,0.9051,3,0.5243,3,0.5243,3,0.5243,0,0.0000,3,0.2982,3,0.2982,3,0.2982,3,0.3052,3,0.3052,3,0.3052,5,0.6965,5,0.6965,5,0.6965,3,0.2736,11,0.9458,16,1.4475,18,1.5870,13,1.2188,9,0.7963,7,0.6626,9,0.8811,11,0.8740,12,1.0106,13,1.1837,1,0.1017,1,0.0796,3,0.2874,4,0.3872,6,0.5678,4,0.3984,14,1.5811,7,0.6757,16,1.8323,19,2.4381,2,0.3632,6,0.6239,9,1.1375,6,0.6062,9,1.1197,8,0.7784,10,1.0822,1,0.0796,10,1.0569,26,2.5647,11,0.9666,15,1.7755,15,1.5960,10,1.0228,11,1.0974,1,0.1017,1,0.0796,17,1.5301,9,1.0772,25,3.2839,16,2.5740,10,1.2567,2,0.3632,6,0.8614,10,1.3859,8,0.9400,1,0.0796,16,1.8150,23,4.2730,12,1.4428,13,1.4876,10,1.1044,10,1.1336,5,0.7157,3,0.4340,12,1.8553,12,1.9316,8,1.1209,12,1.5650,13,1.9154,4,0.5622
030300060201,17,0.9415,21,1.0284,24,1.2667,13,0.5595,6,0.2082,2,0.1273,5,0.2642,12,0.5377,8,0.3189,1,0.0279,17,0.6332,28,1.4794,22,0.9813,9,0.3561,1,0.0742,24,1.1323,22,1.0389,13,0.7008,11,0.4314,1,0.0279,21,1.1671,7,0.3316,28,1.9286,21,0.8703,32,1.6387,31,1.6059,16,0.6464,26,1.4679,24,1.1757,19,1.5876,11,0.3161,3,0.1848,3,0.1848,3,0.1848,0,0.0000,3,0.1031,3,0.1031,3,0.1031,3,0.1070,3,0.1070,3,0.1070,5,0.2438,5,0.2438,5,0.2438,3,0.0959,11,0.3470,16,0.5215,18,0.5703,13,0.4274,9,0.2793,7,0.2324,9,0.3088,11,0.3064,12,0.3544,13,0.4137,1,0.0356,1,0.0279,3,0.1008,4,0.1357,6,0.1976,4,0.1382,14,0.5455,7,0.2354,14,0.5254,17,0.7367,2,0.1273,6,0.2173,9,0.3952,6,0.2125,9,0.3904,8,0.2704,10,0.3748,1,0.0279,10,0.3868,26,0.9139,11,0.3542,15,0.6227,15,0.5598,10,0.3586,11,0.3846,1,0.0356,1,0.0279,17,0.5505,9,0.3762,24,1.0666,15,0.8615,9,0.3989,2,0.1273,6,0.2998,10,0.4779,7,0.2879,1,0.0279,16,0.6517,23,1.5147,12,0.5060,13,0.5218,10,0.3872,10,0.3973,5,0.2509,3,0.1521,12,0.6503,11,0.5784,8,0.3917,12,0.5475,13,0.6682,3,0.1576
030300060202,17,3.1589,22,3.9438,26,4.8448,15,2.5212,8,1.2321,2,0.4453,5,0.9315,13,2.2130,8,1.1280,1,0.0976,17,2.1592,28,5.1230,23,3.7517,10,1.5332,3,0.7699,24,3.9654,22,3.6390,13,2.4510,11,1.5088,1,0.0976,21,4.0449,8,1.3917,28,6.6602,24,3.8852,33,6.0357,32,5.9210,18,2.8136,26,5.1505,24,4.0833,19,5.5301,11,1.1098,2,0.2725,2,0.2725,2,0.2725,0,0.0000,3,0.3669,3,0.3669,3,0.3669,3,0.3742,3,0.3742,3,0.3742,4,0.4842,4,0.4842,4,0.4842,3,0.3354,11,1.1585,16,1.7747,18,1.9471,13,1.4949,9,0.9768,7,0.8130,9,1.0803,11,1.0717,12,1.2378,13,1.4514,1,0.1246,1,0.0976,3,0.3524,4,0.4747,6,0.6975,4,0.4898,14,1.9400,7,0.8297,17,2.6129,19,2.9853,2,0.4453,6,0.7662,9,1.3959,6,0.7431,9,1.3728,8,0.9554,10,1.3278,1,0.0976,10,1.2973,26,3.1473,11,1.1852,15,2.1782,15,1.9581,10,1.2544,11,1.3455,1,0.1246,1,0.0976,17,1.8761,9,1.3222,25,4.0283,16,3.2129,10,1.6292,2,0.4453,6,1.0561,10,1.6998,8,1.2410,1,0.0976,16,2.2256,23,5.2117,12,1.7699,13,1.8249,10,1.3541,10,1.3899,5,0.8775,3,0.5322,12,2.2750,12,2.3686,8,1.3744,12,1.9190,13,2.3485,4,0.7778
030300060203,18,1.5995,22,2.0345,27,2.4248,15,1.2654,8,0.5409,2,0.2290,5,0.4805,13,1.1409,8,0.5822,1,0.0505,17,1.1270,29,2.8005,23,1.9372,10,0.7327,3,0.3038,25,2.1923,23,2.0235,13,1.2678,11,0.7805,1,0.0505,21,2.1047,8,0.6827,29,3.0710,24,1.8542,33,3.1270,32,3.0686,18,1.4187,26,2.6606,24,2.1248,19,2.3272,11,0.5723,3,0.1438,3,0.1438,3,0.1438,0,0.0000,3,0.1786,3,0.1786,3,0.1786,3,0.1936,3,0.1936,3,0.1936,5,0.2533,5,0.2533,5,0.2533,3,0.1735,11,0.6083,16,0.9160,18,1.0122,13,0.7732,9,0.5052,7,0.4205,9,0.5588,11,0.5543,12,0.6343,13,0.7336,1,0.0635,1,0.0505,3,0.1823,4,0.2456,6,0.3496,4,0.2422,14,0.9874,7,0.4180,17,1.2687,20,1.4628,2,0.2290,6,0.3852,9,0.7096,6,0.3845,9,0.7088,8,0.4935,10,0.6847,1,0.0505,10,0.6812,26,1.6270,11,0.6282,16,1.2679,16,1.1541,10,0.6489,11,0.6960,1,0.0635,1,0.0505,17,0.9694,9,0.6714,25,2.0812,16,1.0873,10,0.8065,2,0.2290,6,0.5440,10,0.8740,8,0.6057,1,0.0505,16,1.1674,23,2.1825,12,0.9155,13,0.9439,10,0.7005,10,0.7180,5,0.4540,3,0.2739,12,1.1754,12,1.2164,8,0.7088,12,0.9905,13,1.2128,4,0.3675
030300060204,17,1.5232,22,1.9694,26,2.4297,15,1.2829,8,0.5942,2,0.2148,5,0.4493,13,1.1347,8,0.5438,1,0.0471,17,1.0681,29,2.6304,23,1.8776,10,0.7397,3,0.3715,25,2.0454,23,1.8880,13,1.1824,11,0.7279,1,0.0471,21,1.9770,8,0.6713,29,3.0150,23,1.8876,33,3.0041,32,2.9488,18,1.4243,26,2.4846,24,1.9948,19,2.3115,11,0.5354,2,0.1315,2,0.1315,2,0.1315,0,0.0000,3,0.1766,3,0.1766,3,0.1766,3,0.1805,3,0.1805,3,0.1805,4,0.2332,4,0.2332,4,0.2332,3,0.1618,11,0.5854,16,0.8823,18,0.9648,13,0.7212,9,0.4712,7,0.3922,9,0.5212,11,0.5170,12,0.5979,13,0.7005,1,0.0601,1,0.0471,3,0.1700,4,0.2290,6,0.3361,4,0.2359,14,0.9347,7,0.3999,17,1.3534,19,1.5330,2,0.2148,6,0.3693,9,0.6730,6,0.3585,9,0.6622,8,0.4603,10,0.6399,1,0.0471,10,0.6524,26,1.5445,11,0.5976,16,1.1836,16,1.0775,10,0.6051,11,0.6491,1,0.0601,1,0.0471,17,0.9312,9,0.6374,25,2.0354,16,1.1933,10,0.7856,2,0.2148,6,0.5094,10,0.8189,8,0.5984,1,0.0471,16,1.0994,23,2.1830,12,0.8535,13,0.8801,10,0.6533,10,0.6705,5,0.4233,3,0.2567,12,1.0968,12,1.2094,8,0.6629,12,0.9256,13,1.1328,4,0.3749
